#separator:tab
#html:false
子豚さん、子豚さん、中に入れて下さいな。	子[こ] 豚[ぶた]さん、 子[こ] 豚[ぶた]さん、 中[なか]に 入[い]れて 下[くだ]さいな。	Little pig, little pig, let me come in.	2160
「豚カツ」とは、ロースト用豚の切り身のことを言う。	「 豚[とん]カツ」とは、ロースト 用[よう] 豚[ぶた]の 切[き]り 身[み]のことを 言[い]う。	"""Tonkatsu"" refers to chop cut from a hog, suitable for roasting."	2161
進さんは豚カツが大好きでいつも二皿以上たべる。	進[すすむ]さんは 豚[とん]カツが 大[だい] 好[す]きでいつも 二[ふた] 皿[さら] 以[い] 上[じょう]たべる。	Susumu likes ton-katsu so much he always eats at least two plates.	2162
むかしむかし、三びきの子豚を産んだ母豚がいました。	むかしむかし、 三[さん]びきの 子[こ] 豚[ぶた]を 産[う]んだ 母[はは] 豚[ぶた]がいました。	There was once an old sow with three little pigs.	2163
お父さんが豚のもも肉を切るし、わたしは豚足の方をやるわ。	お 父[とう]さんが 豚[ぶた]のもも 肉[にく]を 切[き]るし、わたしは 豚[とん] 足[そく]の 方[ほう]をやるわ。	Your father will carve the ham and I'll take care of the pig's feet.	2164
一昨日と昨日と同じように、北原さんは豚肉ソーセージと小麦パンを出した。	一昨日[おととい]と 昨日[きのう]と 同[おな]じように、 北[きた] 原[はら]さんは 豚[ぶた] 肉[にく]ソーセージと 小[こ] 麦[むぎ]パンを 出[だ]した。	Just as he had yesterday and the day before, Kitahara-san served pork sausage and wheat bread.	2165
市原さんは毒舌家だ。	市[いち] 原[はら]さんは 毒[どく] 舌[ぜつ] 家[か]だ。	Ichihara-san has a sharp tongue.	2166
この子は家の宝だわ。	この 子[こ]は 家[いえ]の 宝[たから]だわ。	This child is our little treasure.	2167
昨日は一日中家にいた。	昨日[きのう]は 一[いち] 日[にち] 中[じゅう] 家[いえ]にいた。	I was home all day yesterday.	2168
正午まで家にいなさい。	正[しょう] 午[ご]まで 家[いえ]にいなさい。	[Imperative] Stay at home till noon.	2169
かのじょは家へかえった？	かのじょは 家[いえ]へかえった？	Did she go home?	2170
原さんはかなりの自信家だ。	原[はら]さんはかなりの 自[じ] 信[しん] 家[か]だ。	Hara-san has great confidence in himself.	2171
作家の家までご案内します。	作[さっ] 家[か]の 家[いえ]までご 案[あん] 内[ない]します。	I'll show you the way to the author's house.	2172
内山さんの家は川辺にある。	内[うち] 山[やま]さんの 家[いえ]は 川[かわ] 辺[べ]にある。	Uchiyama-san's house is by the river.	2173
先月父の日に家へかえりました。	先[せん] 月[げつ] 父[ちち]の 日[ひ]に 家[いえ]へかえりました。	I went home last month for Father's Day.	2174
作家の家は学校の近くにあります。	作[さっ] 家[か]の 家[いえ]は 学[がっ] 校[こう]の 近[ちか]くにあります。	The writer's house is near the school.	2175
金さんの家は市の北部にある。	金[キム]さんの 家[いえ]は 市[し]の 北[ほく] 部[ぶ]にある。	Kim-san's house is in the northern part of the city.	2176
家の人は毎朝牛乳をのんで出かけます。	家[いえ]の 人[ひと]は 毎[まい] 朝[あさ] 牛[ぎゅう] 乳[にゅう]をのんで 出[で]かけます。	My husband drinks milk every morning before leaving the house.	2177
家中には大事な家宝が分布している。	家[うち] 中[じゅう]には 大[だい] 事[じ]な 家[か] 宝[ほう]が 分[ぶん] 布[ぷ]している。	There are treasured heirlooms distributed throughout the house.	2178
進さんはお母さんの家を去り、お父さんの家に向かって行った。	進[すすむ]さんはお 母[かあ]さんの 家[いえ]を 去[さ]り、お 父[とう]さんの 家[いえ]に 向[む]かって 行[い]った。	Susumu left his mother's home and headed for his father's home.	2179
エムはキャベツ畑に水をやりに家から出てきたところでしたが、顔を上げると自分に向かって走ってくるドロシーが目に入りました。	エムはキャベツ 畑[ばたけ]に 水[みず]をやりに 家[いえ]から 出[で]てきたところでしたが、 顔[かお]を 上[あ]げると 自[じ] 分[ぶん]に 向[む]かって 走[はし]ってくるドロシーが 目[め]に 入[はい]りました。	Em had just come out of the house to water the cabbage patch when she looked up and saw Dorothy running toward her.	2180
「吾子」とはむかしで言う「わが子」の事です。	「 吾[あ] 子[こ]」とはむかしで 言[い]う「わが 子[こ]」の 事[こと]です。	"""Ako"" is the old way of saying ""wagako"" (""our child"")."	2181
猪はもう吾々の三メートルのところであった。	猪[いのしし]はもう 吾[われ] 々[われ]の 三[さん]メートルのところであった。	The wild boar was within three yards of us.	2182
「吾人」は「われわれ」のむかしの言い方の一つだ。	「 吾[ご] 人[じん]」は「われわれ」のむかしの 言[い]い 方[かた]の 一[ひと]つだ。	"""Gojin"" is one of the old ways of saying ""wareware"" (""we"")."	2183
吾々はやみの中に立って、もくもくとしたままで行進を見た。	吾[われ] 々[われ]はやみの 中[なか]に 立[た]って、もくもくとしたままで 行[こう] 進[しん]を 見[み]た。	In silence we stood together in the darkness and watched the procession.	2184
我々は全く一文無しである。	我[われ] 々[われ]は 全[まった]く 一[いち] 文[もん] 無[な]しである。	We are simply broke.	2185
我々は毎朝大学まで車で行った。	我[われ] 々[われ]は 毎[まい] 朝[あさ] 大[だい] 学[がく]まで 車[くるま]で 行[い]った。	We drove to the university every morning.	2186
我々は小切手と手形を受け入れる。	我[われ] 々[われ]は 小[こ] 切[ぎっ] 手[て]と 手[て] 形[がた]を 受[う]け 入[い]れる。	We honor checks and drafts.	2187
絹の錦は金曜日に我が家にとどいた。	絹[きぬ]の 錦[にしき]は 金[きん] 曜[よう] 日[び]に 我[わ]が 家[や]にとどいた。	The silk brocade arrived at our house on Friday.	2188
我々はあの家の中には入らない方がいい。	我[われ] 々[われ]はあの 家[いえ]の 中[なか]には 入[はい]らない 方[ほう]がいい。	We had better not enter that house.	2189
我々に他の家を案内してくれませんか。	我[われ] 々[われ]に 他[ほか]の 家[いえ]を 案[あん] 内[ない]してくれませんか。	Would you be able to show us another house?	2190
この道は、我々が昨日いたところと同じだ。	この 道[みち]は、 我[われ] 々[われ]が 昨日[きのう]いたところと 同[おな]じだ。	This road is the same one we were on yesterday.	2191
家の長男はまだ自我形成の年だ。	家[うち]の 長[ちょう] 男[なん]はまだ 自[じ] 我[が] 形[けい] 成[せい]の 年[とし]だ。	Our oldest boy is still at the age of self-formation.	2192
我が国の人々は大体豚肉より牛肉の方が好きである。	我[わ]が 国[くに]の 人[ひと] 々[びと]は 大[だい] 体[たい] 豚[ぶた] 肉[にく]より 牛[ぎゅう] 肉[にく]の 方[ほう]が 好[す]きである。	People in our country tend to prefer beef over pork.	2193
大原先生の家だったのに、大地くんは我が物顔をしていた。	大[おお] 原[はら] 先[せん] 生[せい]の 家[いえ]だったのに、 大[だい] 地[ち]くんは 我[わ]が 物[もの] 顔[がお]をしていた。	Even though it was Ohara-sensei's house, Daichi acted as if he owned the place.	2194
王さんは山東の方へ行ったが、我々は、上海の方へ進んだ。	王[ワン]さんは 山[さん] 東[とう]の 方[ほう]へ 行[い]ったが、 我[われ] 々[われ]は、 上海[シャンハイ]の 方[ほう]へ 進[すす]んだ。	Wang-san went to Shandong, but we instead proceeded towards Shanghai.	2195
人工言語。	人[じん] 工[こう] 言[げん] 語[ご]。	Artificial languages.	2196
公式の用語。	公[こう] 式[しき]の 用[よう] 語[ご]。	Formal terminology.	2197
生物学的用語。	生[せい] 物[ぶつ] 学[がく] 的[てき] 用[よう] 語[ご]。	Biological terminology.	2198
一ヶ国語だけを話す人。	一[いっ] ヶ[か] 国[こく] 語[ご]だけを 話[はな]す 人[ひと]。	Monolingual speakers.	2199
日本語は我々の母語だ。	日本[にほん] 語[ご]は 我[われ] 々[われ]の 母[ぼ] 語[ご]だ。	Our native language is Japanese.	2200
我々は家では中国語しか話しません。	我[われ] 々[われ]は 家[いえ]では 中[ちゅう] 国[ごく] 語[ご]しか 話[はな]しません。	At home we only speak Chinese.	2201
内田さんは5ヶ国語を話すことができる。	内[うち] 田[だ]さんは5 ヶ[か] 国[こく] 語[ご]を 話[はな]すことができる。	Uchida-san is able to speak five languages.	2202
日本語は王さんの母語ではない。	日本[にほん] 語[ご]は 王[ワン]さんの 母[ぼ] 語[ご]ではない。	Japanese is not Wang-san's mother tongue.	2203
我々は一人一人自分の思いを明白に語った。	我[われ] 々[われ]は 一人[ひとり] 一人[ひとり] 自[じ] 分[ぶん]の 思[おも]いを 明[めい] 白[はく]に 語[かた]った。	We each explicitly voiced our own opinions.	2204
日本語で「画布」は「カンバス」とも言われます。	日本[にほん] 語[ご]で「 画[が] 布[ふ]」は「カンバス」とも 言[い]われます。	"In Japanese a ""gafu"" (canvas) can also be called ""kanbasu""."	2205
我々はギリシャ人が自分たちで語った通りに物語らなければならない。	我[われ] 々[われ]はギリシャ 人[じん]が 自[じ] 分[ぶん]たちで 語[かた]った 通[とお]りに 物[もの] 語[がた]らなければならない。	We must tell the story as the Greeks told it themselves.	2206
ぼくは自分の言いたいことを日本語でどう言えばいいのか分からない。	ぼくは 自[じ] 分[ぶん]の 言[い]いたいことを 日本[にほん] 語[ご]でどう 言[い]えばいいのか 分[わ]からない。	I don't know how to say what I want to say in Japanese.	2207
伝言をお願いできますか。	伝[でん] 言[ごん]をお 願[ねが]いできますか。	Can I leave a message, please?	2208
我々が自分で伝えてくる。	我[われ] 々[われ]が 自[じ] 分[ぶん]で 伝[つた]えてくる。	We shall go and tell him ourselves.	2209
皿洗いを手伝ってもらえる？	皿[さら] 洗[あら]いを 手[て] 伝[つだ]ってもらえる？	Can you help me wash the dishes?	2210
他になにか手伝えることはある？	他[ほか]になにか 手[て] 伝[つだ]えることはある？	Is there anything else I can help you with?	2211
お皿を洗うのを手伝いましょうか。	お 皿[さら]を 洗[あら]うのを 手[て] 伝[つだ]いましょうか。	Do you want me to help you wash the dishes?	2212
小池さんは家事を手伝ってくれた。	小[こ] 池[いけ]さんは 家[か] 事[じ]を 手[て] 伝[つだ]ってくれた。	Koike-san gave me an assist with the housework.	2213
これらの物語は、口伝に伝えられた。	これらの 物[もの] 語[がたり]は、 口[く] 伝[でん]に 伝[つた]えられた。	These stories were transmitted by word of mouth.	2214
家の後ろの電線が高圧電気を伝えている。	家[いえ]の 後[うし]ろの 電[でん] 線[せん]が 高[こう] 圧[あつ] 電[でん] 気[き]を 伝[つた]えている。	These wires behind our house transmit high-voltage electricity.	2215
回転式のダイヤル。	回[かい] 転[てん] 式[しき]のダイヤル。	Rotary dial.	2216
我々は一昨年転校した。	我[われ] 々[われ]は 一[いっ] 昨[さく] 年[ねん] 転[てん] 校[こう]した。	We changed schools two years ago.	2217
その自転車は最高だった。	その 自[じ] 転[てん] 車[しゃ]は 最[さい] 高[こう]だった。	That bike was a jimdandy.	2218
エンジンは6000回転だった。	エンジンは6000 回[かい] 転[てん]だった。	The engine was doing 6000 revs.	2219
去年母が転んで足にけがをした。	去[きょ] 年[ねん] 母[はは]が 転[ころ]んで 足[あし]にけがをした。	Last year my mother injured her leg in a fall.	2220
北原さんは自転車で通学している。	北[きた] 原[はら]さんは 自[じ] 転[てん] 車[しゃ]で 通[つう] 学[がく]している。	Kitahara-san goes to school by bicycle.	2221
大地くんはキャッチャーに転向した。	大[だい] 地[ち]くんはキャッチャーに 転[てん] 向[こう]した。	Daichi converted to catcher.	2222
自転車はキーと音を立てて止まった。	自[じ] 転[てん] 車[しゃ]はキーと 音[おと]を 立[た]てて 止[と]まった。	The bike screeched to a stop.	2223
白い玉はコーナーポケットに転がった。	白[しろ]い 玉[たま]はコーナーポケットに 転[ころ]がった。	The white ball rolled into the corner pocket.	2224
国内の豚肉生産高の見通しは好転中です。	国[こく] 内[ない]の 豚[ぶた] 肉[にく] 生[せい] 産[さん] 高[だか]の 見[み] 通[とお]しは 好[こう] 転[てん] 中[ちゅう]です。	The outlook for domestic pork production levels is improving.	2225
温子ちゃんは自転車にまたがり、走り去った。	温[あつ] 子[こ]ちゃんは 自[じ] 転[てん] 車[しゃ]にまたがり、 走[はし]り 去[さ]った。	Atsuko straddled her bike and rode away.	2226
校長先生は5カ国語も話せるし、頭の回転も早い。	校[こう] 長[ちょう] 先[せん] 生[せい]は5カ 国[こく] 語[ご]も 話[はな]せるし、 頭[あたま]の 回[かい] 転[てん]も 早[はや]い。	The headmaster can speak five languages, and he’s a quick thinker.	2227
日本の手工芸は最高だ。	日本[にほん]の 手[しゅ] 工[こう] 芸[げい]は 最[さい] 高[こう]だ。	Japanese handicrafts are the best.	2228
布地は大切な日本工芸の一つです。	布[ぬの] 地[じ]は 大[たい] 切[せつ]な 日本[にほん] 工[こう] 芸[げい]の 一[ひと]つです。	Textiles are among Japan's important handicrafts.	2229
スケーターは見事な回転する芸をえんじた。	スケーターは 見[み] 事[ごと]な 回[かい] 転[てん]する 芸[げい]をえんじた。	The skater performed a dazzling spinning technique.	2230
温子さんはむかし手芸部の部長をしていた。	温[あつ] 子[こ]さんはむかし 手[しゅ] 芸[げい] 部[ぶ]の 部[ぶ] 長[ちょう]をしていた。	Atsuko used to be the leader of the handicrafts group.	2231
年ぱいの芸者がそのやり方を伝えて下さった。	年[ねん]ぱいの 芸[げい] 者[しゃ]がそのやり 方[かた]を 伝[つた]えて 下[くだ]さった。	An aged geisha was kind enough to pass down the method to me.	2232
市川先生は文芸家で、毎年本をだしています。	市[いち] 川[かわ] 先[せん] 生[せい]は 文[ぶん] 芸[げい] 家[か]で、 毎[まい] 年[とし] 本[ほん]をだしています。	Dr. Ichikawa is a writer. He publishes a book every year.	2233
中国の東部では絹糸を作るのは大事な工芸であった。	中[ちゅう] 国[ごく]の 東[とう] 部[ぶ]では 絹[けん] 糸[し]を 作[つく]るのは 大[だい] 事[じ]な 工[こう] 芸[げい]であった。	In East China making silk thread was an important craft.	2234
予約して会う。	予[よ] 約[やく]して 会[あ]う。	Meet with by prior appointment.	2235
大きな正式の集会。	大[おお]きな 正[せい] 式[しき]の 集[しゅう] 会[かい]。	A large formal assembly.	2236
最近あまり会わない。	最[さい] 近[きん]あまり 会[あ]わない。	We haven't been meeting very often recently.	2237
父母は高校で出会った。	父[ふ] 母[ぼ]は 高[こう] 校[こう]で 出[で] 会[あ]った。	My parents met in high school.	2238
早いうちに会いましょう。	早[はや]いうちに 会[あ]いましょう。	Let's meet soon.	2239
泉さんは近代語学会に入会した。	泉[いずみ]さんは 近[きん] 代[だい] 語[ご] 学[がく] 会[かい]に 入[にゅう] 会[かい]した。	Izumi joined the Modern Language Association.	2240
もしこの男性に会えば、走って下さい！	もしこの 男[だん] 性[せい]に 会[あ]えば、 走[はし]って 下[くだ]さい！	If you see this man, run!	2241
では、月曜日の午後にお会いしましょう。	では、 月[げつ] 曜[よう] 日[び]の 午[ご] 後[ご]にお 会[あ]いしましょう。	So let's meet Monday afternoon then.	2242
我々は会長に成長が全てと言われました。	我[われ] 々[われ]は 会[かい] 長[ちょう]に 成[せい] 長[ちょう]が 全[すべ]てと 言[い]われました。	The chairman told us that growth was everything.	2243
その事件に立会い、それを自身の目で見た。	その 事[じ] 件[けん]に 立[たち] 会[あ]い、それを 自[じ] 身[しん]の 目[め]で 見[み]た。	I was present at that event and saw it with my own eyes.	2244
我々二人が最後に会ってからもう長い年月がたった。	我[われ] 々[われ] 二人[ふたり]が 最[さい] 後[ご]に 会[あ]ってからもう 長[なが]い 年[ねん] 月[げつ]がたった。	It had been many years since our last meeting.	2245
我々がもう会うべきではないと言う意見には同意する。	我[われ] 々[われ]がもう 会[あ]うべきではないと 言[い]う 意[い] 見[けん]には 同[どう] 意[い]する。	I share the view that we must never meet again.	2246
スペイン人の男性との出会いもあったと本に書かれています。	スペイン 人[じん]の 男[だん] 性[せい]との 出[で] 会[あ]いもあったと 本[ほん]に 書[か]かれています。	It's written in the book that she had an encounter with a Spanish man.	2247
以前に会ったことがあるので、すぐに市原さんだと分かった。	以[い] 前[ぜん]に 会[あ]ったことがあるので、すぐに 市[いち] 原[はら]さんだと 分[わ]かった。	Since I've met him before, I recognized Ichihara-san right away.	2248
その会見の後、しっかり原子発電について学ぶことにしました。	その 会[かい] 見[けん]の 後[あと]、しっかり 原[げん] 子[し] 発[はつ] 電[でん]について 学[まな]ぶことにしました。	After that interview, I decided to learn much more about atomic power.	2249
会合は先月行われた。	会[かい] 合[ごう]は 先[せん] 月[げつ] 行[おこな]われた。	The meeting was held last month.	2250
二人の目線が合った。	二人[ふたり]の 目[め] 線[せん]が 合[あ]った。	Their eyes met.	2251
合意が全く無かった。	合[ごう] 意[い]が 全[まった]く 無[な]かった。	There was no meeting of minds.	2252
かなり気合が入ります。	かなり 気[き] 合[あい]が 入[はい]ります。	I'm all revved up.	2253
一同は顔を見合わせた。	一[いち] 同[どう]は 顔[かお]を 見[み] 合[あ]わせた。	We stared at each other.	2254
明日山内さんと話し合うよ。	明日[あした] 山[やま] 内[うち]さんと 話[はな]し 合[あ]うよ。	I'll talk to Yamauchi-san tomorrow.	2255
我々二人はとても気が合う。	我[われ] 々[われ] 二人[ふたり]はとても 気[き]が 合[あ]う。	We two are kindred souls.	2256
合ってると思うよ、たぶん。	合[あ]ってると 思[おも]うよ、たぶん。	You could be right, I suppose.	2257
あなたとは全く意見が合わない。	あなたとは 全[まった]く 意[い] 見[けん]が 合[あ]わない。	I do not agree with you at all.	2258
女子テニス部と合コンしようよ。	女[じょ] 子[し]テニス 部[ぶ]と 合[ごう]コンしようよ。	Let's have a pairing-up party with the girls' tennis club.	2259
わたしは父に背いてその会合に出た。	わたしは 父[ちち]に 背[そむ]いてその 会[かい] 合[ごう]に 出[で]た。	I attended the meeting though my father told me not to.	2260
マリファナは合法化されるべきである。	マリファナは 合[ごう] 法[ほう] 化[か]されるべきである。	Marijuana should be legalized.	2261
学生でカフェテリアは込み合っていた。	学[がく] 生[せい]でカフェテリアは 込[こ]み 合[あ]っていた。	The students overcrowded the cafeteria.	2262
この件については明日話し合いましょう。	この 件[けん]については 明日[あした] 話[はな]し 合[あ]いましょう。	Let's talk about this tomorrow.	2263
他の全ての集合は、全体集合の一部である。	他[ほか]の 全[すべ]ての 集[しゅう] 合[ごう]は、 全[ぜん] 体[たい] 集[しゅう] 合[ごう]の 一[いち] 部[ぶ]である。	[Math] All other sets are subsets of the universal set.	2264
原口さんとの付き合いを止めた。	原[はら] 口[ぐち]さんとの 付[つ]き 合[あ]いを 止[や]めた。	I stopped associating with Haraguchi-san.	2265
かれらは電話でその件について話し合った。	かれらは 電[でん] 話[わ]でその 件[けん]について 話[はな]し 合[あ]った。	They talked about it on the telephone.	2266
王さんが日本人の女の子と付き合ってるって本当ですか？	王[ワン]さんが 日本[にほん] 人[じん]の 女[おんな]の 子[こ]と 付[つ]き 合[あ]ってるって 本[ほん] 当[とう]ですか？	Is it true that Wang-san is dating a Japanese girl?	2267
「水素化合物」とは、水素と他の元素の化合による二元化合物のことを言う。	「 水[すい] 素[そ] 化[か] 合[ごう] 物[ぶつ]」とは、 水[すい] 素[そ]と 他[ほか]の 元[げん] 素[そ]の 化[か] 合[ごう]による 二[に] 元[げん] 化[か] 合[ごう] 物[ぶつ]のことを 言[い]う。	"A ""hydride"" is any binary compound formed by the union of hydrogen and other elements."	2268
今日の予定は？	今日[きょう]の 予[よ] 定[てい]は？	What are our plans for today?	2269
今月の最後の日。	今[こん] 月[げつ]の 最[さい] 後[ご]の 日[ひ]。	The last day of this month.	2270
今日で七日目です。	今日[きょう]で 七[なの] 日[か] 目[め]です。	Today is the seventh day.	2271
今日は海辺を走りたい。	今日[きょう]は 海[うみ] 辺[べ]を 走[はし]りたい。	Today, I want to run on the beach.	2272
今日の午後会いましょう。	今日[きょう]の 午[ご] 後[ご] 会[あ]いましょう。	I'll see you again this afternoon.	2273
牛は、今朝子牛を生んだ。	牛[うし]は、 今朝[けさ] 子[こ] 牛[うし]を 生[う]んだ。	The cow bore her calf this morning.	2274
今年日本に二回行きました。	今年[ことし] 日本[にほん]に 二[に] 回[かい] 行[い]きました。	I went to Japan twice this year.	2275
今年もよい年になりますよう。	今年[ことし]もよい 年[とし]になりますよう。	A prosperous New Year to you.	2276
今日の午後の予定はなんですか。	今日[きょう]の 午[ご] 後[ご]の 予[よ] 定[てい]はなんですか。	What's your plan for this afternoon?	2277
今は電話で会話する気分じゃない。	今[いま]は 電[でん] 話[わ]で 会[かい] 話[わ]する 気[き] 分[ぶん]じゃない。	I don't feel like conversing on the phone now.	2278
会長がふと昨年の今を思い出した。	会[かい] 長[ちょう]がふと 昨[さく] 年[ねん]の 今[いま]を 思[おも]い 出[だ]した。	The chairman suddenly remembered this time last year.	2279
物事が今また正しい方向にある。	物[もの] 事[ごと]が 今[いま]また 正[ただ]しい 方[ほう] 向[こう]にある。	Things are right again now.	2280
今朝車中で思いがけず会長に会った。	今朝[けさ] 車[しゃ] 中[ちゅう]で 思[おも]いがけず 会[かい] 長[ちょう]に 会[あ]った。	I met the chairman by chance on the train this morning.	2281
今回のプロジェクトを受け入れました。	今[こん] 回[かい]のプロジェクトを 受[う]け 入[い]れました。	This time he accepted the project.	2282
今年の成人式はどこで行われますか。	今年[ことし]の 成[せい] 人[じん] 式[しき]はどこで 行[おこな]われますか。	Where will this year's Coming of Age ceremony take place?	2283
部長は今朝早く会長からの電話を受けた。	部[ぶ] 長[ちょう]は 今朝[けさ] 早[はや]く 会[かい] 長[ちょう]からの 電[でん] 話[わ]を 受[う]けた。	The division chief had a phone call from the chairman early this morning.	2284
今日のテストは去年のと全く同じだったらしい。	今日[きょう]のテストは 去[きょ] 年[ねん]のと 全[まった]く 同[おな]じだったらしい。	Somebody told me that today's test was identical to the one we had last year.	2285
市会が法令を発布した。	市[し] 会[かい]が 法[ほう] 令[れい]を 発[はっ] 布[ぷ]した。	The City Assembly issued a decree.	2286
伝令は目的地に近づいていた。	伝[でん] 令[れい]は 目[もく] 的[てき] 地[ち]に 近[ちか]づいていた。	The messenger was approaching his destination.	2287
会長が発令を伝えるために伝令を出した。	会[かい] 長[ちょう]が 発[はつ] 令[れい]を 伝[つた]えるために 伝[でん] 令[れい]を 出[だ]した。	The chairman dispatched a messenger to transmit the announcement.	2288
国会が電子通信法についての法令を発布した。	国[こっ] 会[かい]が 電[でん] 子[し] 通[つう] 信[しん] 法[ほう]についての 法[ほう] 令[れい]を 発[はっ] 布[ぷ]した。	The Diet issued a decree in relation to the Telecommunications Law.	2289
進さんが無念そうな顔をしていた。	進[すすむ]さんが 無[む] 念[ねん]そうな 顔[かお]をしていた。	Susumu had a rueful look on his face.	2290
田畑さんは念入りにおにぎりを作った。	田[た] 畑[ばた]さんは 念[ねん] 入[い]りにおにぎりを 作[つく]った。	Tabata-san molded the rice balls carefully.	2291
会長は部下の安全をいつも念頭においています。	会[かい] 長[ちょう]は 部[ぶ] 下[か]の 安[あん] 全[ぜん]をいつも 念[ねん] 頭[とう]においています。	The chairman always keeps his staff's safety in mind.	2292
ほとんどの日本の工芸家は入念な方法で物を作る。	ほとんどの 日本[にほん]の 工[こう] 芸[げい] 家[か]は 入[にゅう] 念[ねん]な 方[ほう] 法[ほう]で 物[もの]を 作[つく]る。	Generally speaking, Japan's craftspeople make things in a deliberate manner.	2293
先生が学生たちにその信念を内面化させようとした。	先[せん] 生[せい]が 学[がく] 生[せい]たちにその 信[しん] 念[ねん]を 内[ない] 面[めん] 化[か]させようとした。	The teacher tried to get the students to internalize the belief.	2294
上原さんが本日、ついに念願の山水画を手に入れました。	上[うえ] 原[はら]さんが 本[ほん] 日[じつ]、ついに 念[ねん] 願[がん]の 山[さん] 水[すい] 画[が]を 手[て]に 入[い]れました。	Today Uehara-san finally acquired the landscape painting he had always wanted.	2295
全国的な目印。	全[ぜん] 国[こく] 的[てき]な 目[め] 印[じるし]。	A national landmark.	2296
スカウトは道に印を付けた。	スカウトは 道[みち]に 印[しるし]を 付[つ]けた。	The scouts marked the trail.	2297
これは無印の物だけど、なかなかいい。	これは 無[む] 印[じるし]の 物[もの]だけど、なかなかいい。	Although this item is generic it's quite good.	2298
ゴム印を田辺部長から預かっています。	ゴム 印[いん]を 田[た] 辺[なべ] 部[ぶ] 長[ちょう]から 預[あず]かっています。	Division Chief Tanabe has left me in charge of the stamp.	2299
印肉はあかくて湿っているから、生の肉みたい。	印[いん] 肉[にく]はあかくて 湿[しめ]っているから、 生[なま]の 肉[にく]みたい。	An inkpad looks like raw meat since it's red and moist.	2300
今日は部長がいないので、小泉さんが代印して下さる。	今日[きょう]は 部[ぶ] 長[ちょう]がいないので、 小[こ] 泉[いずみ]さんが 代[だい] 印[いん]して 下[くだ]さる。	The division chief is out today, so Koizumi-san will sign for her.	2301
人工生命。	人[じん] 工[こう] 生[せい] 命[めい]。	Artificial life.	2302
生命の印。	生[せい] 命[めい]の 印[しるし]。	Sign of life.	2303
生命の最後の一日。	生[せい] 命[めい]の 最[さい] 後[ご]の 一[いち] 日[にち]。	The last day of life.	2304
生命と成長に好ましい。	生[せい] 命[めい]と 成[せい] 長[ちょう]に 好[この]ましい。	Favorable to life and growth.	2305
水はインドの生命の元だ。	水[みず]はインドの 生[せい] 命[めい]の 元[もと]だ。	Water is the lifeblood of India.	2306
あなた方は命がほしいのだと思う。	あなた 方[がた]は 命[いのち]がほしいのだと 思[おも]う。	I reckon you all would just as soon save your lives.	2307
我々は会長が命じた通りにした。	我[われ] 々[われ]は 会[かい] 長[ちょう]が 命[めい]じた 通[とお]りにした。	We did just as the chairman had commanded.	2308
どんなに体の小さい女性でも、この毒素の一グラムが命取りになることはない。	どんなに 体[からだ]の 小[ちい]さい 女[じょ] 性[せい]でも、この 毒[どく] 素[そ]の 一[いち]グラムが 命[いのち] 取[と]りになることはない。	No matter how small the woman is, one gram of this poison won't kill her.	2309
父が亡くなってから五年だ。	父[ちち]が 亡[な]くなってから 五[ご] 年[ねん]だ。	Five years have passed since my father died.	2310
父が今年の2月に亡くなった。	父[ちち]が 今年[ことし]の2 月[がつ]に 亡[な]くなった。	My father died February of this year.	2311
この土地とこの家は亡父の物でした。	この 土[と] 地[ち]とこの 家[いえ]は 亡[ぼう] 父[ふ]の 物[もの]でした。	This house and this land belonged to my father.	2312
池上さんのお母さんは昨日亡くなりました。	池[いけ] 上[がみ]さんのお 母[かあ]さんは 昨日[きのう] 亡[な]くなりました。	Ikegami-san's mother passed away yesterday.	2313
亡き人のために好きだった花について一句よんだ。	亡[な]き 人[ひと]のために 好[す]きだった 花[はな]について 一[いっ] 句[く]よんだ。	I read for the deceased a poem about his favorite flower.	2314
長年の金不足のすえ、上原さんは金の亡者になった。	長[なが] 年[ねん]の 金[かね] 不[ぶ] 足[そく]のすえ、 上[うえ] 原[はら]さんは 金[かね]の 亡[もう] 者[じゃ]になった。	After years of poverty, Uehara-san came to grub after money.	2315
亡父のためにもこれを最高のプロジェクトにしたい。	亡[ぼう] 父[ふ]のためにもこれを 最[さい] 高[こう]のプロジェクトにしたい。	I would like to make this a great project, in part for the sake of my late father.	2316
プーチンのロシアからイギリスへ亡命した人は全部で百人以上。	プーチンのロシアからイギリスへ 亡[ぼう] 命[めい]した 人[ひと]は 全[ぜん] 部[ぶ]で 百[ひゃく] 人[にん] 以[い] 上[じょう]。	More than one hundred persons have defected to England from Putin's Russia.	2317
白米と豆乳で作ったパン。	白[はく] 米[まい]と 豆[とう] 乳[にゅう]で 作[つく]ったパン。	Bread made from white rice and soy milk.	2318
父母は一生米を作っていた。	父[ふ] 母[ぼ]は 一[いっ] 生[しょう] 米[こめ]を 作[つく]っていた。	My parents farmed rice all their lives.	2319
1994年、日本では水と米の不足が生じた。	1994 年[ねん]、 日本[にほん]では 水[みず]と 米[こめ]の 不[ふ] 足[そく]が 生[しょう]じた。	In 1994, there was a shortage of water and rice in Japan.	2320
小原さんは日米文化について大学で学んでいます。	小[お] 原[はら]さんは 日[にち] 米[べい] 文[ぶん] 化[か]について 大[だい] 学[がく]で 学[まな]んでいます。	Ohara-san is studying Japanese and American culture at university.	2321
